13057.6090000, 10637.9150000, 8285.4220000, 5923.0630000, 6748.5740000, 7426.5380000, 7650.0980000
12955.8000000, 10670.3020000, 6806.3330000, 5781.1810000, 5824.5110000, 6446.2370000, 6495.9180000
12937.7630000, 10655.3960000, 6795.1840000, 5693.8890000, 6519.1230000, 6131.0860000, 6558.2480000
12970.4280000, 10633.1740000, 6747.5570000, 5650.2990000, 5819.4550000, 6042.2400000, 6590.8770000
12980.8720000, 10657.5430000, 6832.2200000, 5730.9800000, 6589.6370000, 6005.9270000, 6641.5030000
12992.8540000, 10657.6550000, 6775.0930000, 5581.1540000, 5977.9290000, 6956.7840000, 6462.2160000
12939.2450000, 10631.2850000, 6767.5930000, 5691.8340000, 5725.4790000, 6288.8010000, 6278.2070000
12922.3380000, 10655.8580000, 6757.8160000, 5696.4260000, 5748.2740000, 6088.8300000, 6638.0220000
12973.6690000, 10657.5070000, 6775.1310000, 5843.4000000, 5795.4200000, 6068.4410000, 6492.9740000
12989.0200000, 10633.8970000, 6781.7960000, 5647.8170000, 5780.9020000, 6080.8860000, 6498.6960000
12961.5590000, 10654.1910000, 6744.9280000, 5688.7600000, 6671.0400000, 6394.5730000, 6460.1980000
12924.0790000, 10656.3580000, 6771.8520000, 5669.8340000, 6351.8170000, 6604.1730000, 6494.2140000
12937.0040000, 10640.4150000, 6777.5560000, 5669.5200000, 5718.6090000, 5990.4450000, 6372.4440000
13032.5360000, 10661.2660000, 6749.8170000, 5664.3170000, 5787.5690000, 6054.8870000, 6469.6790000
12971.7620000, 10650.6910000, 6764.2230000, 5626.7440000, 5932.1720000, 6022.0550000, 6570.5630000
12921.5420000, 10632.0270000, 6760.5570000, 5681.3340000, 6075.3130000, 6009.3150000, 6520.9170000
12933.0600000, 10660.7470000, 6747.9280000, 5674.2980000, 6645.8750000, 5990.8160000, 6320.7240000
12974.4470000, 10657.5800000, 6769.7780000, 5637.4470000, 6656.8190000, 5992.7600000, 6128.5480000
12987.1130000, 10631.6360000, 6793.8150000, 5613.3000000, 5778.0320000, 5948.6890000, 6374.1840000
12949.7440000, 10660.3390000, 6782.6480000, 5600.7640000, 5727.9050000, 5916.2270000, 6215.3400000
12906.4510000, 10659.7470000, 6759.5940000, 5704.9250000, 5860.4350000, 6024.8330000, 6412.9410000
12980.4650000, 10632.8590000, 6778.0370000, 5624.6880000, 5699.5540000, 5949.5590000, 6232.9510000
12987.1500000, 10656.3020000, 6766.7230000, 5636.8740000, 5908.5620000, 6009.4450000, 6627.3190000
12971.7430000, 10660.5980000, 6751.5570000, 5623.1890000, 5735.3480000, 5994.9640000, 6325.3160000
12927.9120000, 10644.9880000, 6769.7970000, 5627.8000000, 5840.5470000, 5904.6350000, 6403.0900000
12960.8550000, 10656.7650000, 6786.2600000, 5745.1830000, 5818.8810000, 6015.6860000, 6393.4610000
12985.1690000, 10654.4500000, 6748.2240000, 5614.5600000, 5763.1060000, 6035.3880000, 6882.8790000
12966.0030000, 10631.1560000, 6773.9640000, 5652.5760000, 5770.2910000, 6661.1330000, 6541.4150000
12947.2630000, 10653.5250000, 6767.7780000, 5708.5730000, 5740.8300000, 6060.5540000, 6410.3850000
12916.9870000, 10654.1360000, 6749.4280000, 5644.0590000, 5843.0470000, 6032.9620000, 6318.4090000
12977.5580000, 10630.5440000, 6776.5190000, 5626.7630000, 5732.6450000, 6032.2220000, 6496.5300000
12955.6330000, 10657.0620000, 6775.9260000, 5608.2260000, 5775.4400000, 6659.3550000, 6694.0740000
