13198.71, 10591.43
13160.69, 10747.51
13204.78, 10592.13
13275.08, 10596.15
13167.23, 10653.85
13188.10, 10583.43
13171.77, 10586.67
13179.58, 10606.74
13175.94, 10584.83
13175.73, 10565.80
13192.86, 10560.37
13185.81, 10564.61
13203.19, 10576.54
13197.21, 10560.28
13192.19, 10563.37
13184.01, 10586.13
13156.81, 10710.60
13190.73, 10586.09
13198.28, 10588.41
13175.18, 10591.17
13175.36, 10587.26
13170.42, 10589.56
13182.21, 10585.15
13183.56, 10587.00
13165.43, 10585.61
13172.40, 10585.95
13158.40, 10561.65
13192.86, 10563.15
13204.43, 10565.58
13193.17, 10563.73
13195.14, 10566.28
13200.93, 10564.06
13181.49, 10582.80
13169.95, 10599.13
13179.01, 10588.57
13169.73, 10587.70
13171.08, 10588.00
13179.73, 10584.83
13167.49, 10596.93
13189.56, 10588.04
13177.29, 10677.01
13165.40, 10588.43
13173.12, 10587.74
13168.03, 10587.54
13188.32, 10564.67
13194.69, 10563.30
13198.55, 10562.69
13193.23, 10565.26
13195.73, 10562.84
13208.60, 10563.76
13173.53, 10587.26
13172.31, 10586.08
13179.21, 10589.39
13169.16, 10590.65
13173.84, 10596.15
13179.58, 10584.48
13174.66, 10584.00
13175.21, 10587.06
13224.62, 10584.61
13180.99, 10599.80
13172.32, 10584.08
13161.83, 10563.00
13189.25, 10564.13
13201.86, 10564.65
13202.43, 10564.09
13216.19, 10565.97
13287.39, 10575.02
13174.51, 10589.72
13173.27, 10584.34
13175.71, 10587.59
13196.56, 10586.72
13173.99, 10590.00
13169.25, 10586.89
13176.03, 10585.26
13175.38, 10583.13
13180.81, 10588.00
13175.66, 10585.93
13178.23, 10587.67
13152.36, 10565.65
13194.14, 10564.47
13195.58, 10574.87
13201.41, 10564.11
13198.27, 10564.30
13196.79, 10559.98
13178.06, 10584.22
13170.53, 10598.00
13180.55, 10586.08
13157.75, 10587.11
13176.55, 10587.76
13170.45, 10586.63
13167.03, 10589.20
13184.29, 10581.43
13174.55, 10586.58
13171.49, 10585.26
13166.03, 10563.65
13190.55, 10562.58
13210.06, 10564.93
13195.34, 10561.82
13203.16, 10561.93
13194.91, 10563.15
13177.40, 10584.50
13179.17, 10597.89
13169.25, 10589.41
13179.47, 10587.76
13175.08, 10584.22
13169.07, 10583.43
13176.64, 10596.57
13175.05, 10584.45
13172.90, 10583.41
13165.79, 10588.13
13165.86, 10585.43
13186.86, 10563.67
13210.90, 10564.74
13197.79, 10559.80
13196.86, 10564.58
13195.49, 10562.28
13194.82, 10560.85
13175.69, 10586.74
13172.60, 10590.39
13171.42, 10585.50
13169.18, 10589.15
13176.05, 10579.70
13185.45, 10590.06
13169.68, 10585.85
13164.14, 10586.06
13172.69, 10677.72
13167.05, 10587.46
13168.88, 10602.31
13178.99, 10562.02
13189.92, 10561.19
13198.80, 10561.56
13192.75, 10563.09
13195.71, 10570.34
13396.20, 10561.95
13186.16, 10563.17
13163.68, 10588.76
13169.08, 10586.39
13514.34, 10586.43
13194.73, 10584.85
13169.56, 10586.87
13188.23, 10584.45
13181.93, 10746.56
13172.21, 10588.26
13190.88, 10583.76
13171.45, 10590.44
13174.49, 10785.40
13174.32, 10587.30
13165.34, 10586.22
13190.93, 10588.26
13171.64, 10562.63
13372.53, 10564.06
13197.91, 10563.35
13207.69, 10562.74
13197.05, 10584.67
13192.79, 10562.50
13172.21, 10585.80
13170.88, 10581.00
13169.08, 10584.93
13180.84, 10597.33
13182.30, 10590.11
13179.05, 10589.02
13177.38, 10589.39
13181.62, 10588.63
13171.40, 10586.06
13190.40, 10579.04
13175.01, 10589.50
13168.34, 10564.85
13192.73, 10563.32
13189.82, 10565.13
13209.08, 10564.65
13204.88, 10565.78
13199.54, 10563.43
13281.26, 10562.97
13175.95, 10584.54
13174.97, 10600.30
13174.03, 10584.13
13181.32, 10584.54
13181.51, 10584.37
13165.03, 10584.94
13181.60, 10599.85
13171.77, 10584.39
13169.29, 10591.91
13182.27, 10591.83
13168.10, 10559.82
13195.49, 10562.39
13203.19, 10565.39
13194.91, 10647.70
13206.80, 10566.09
13195.86, 10565.34
13197.47, 10563.04
13188.55, 10585.19
13171.53, 10586.61
13174.62, 10587.17
13169.60, 10586.15
13184.31, 10584.20
13184.10, 10590.24
13173.64, 10583.80
13184.14, 10585.63
13171.03, 10586.28
13179.79, 10585.98
13172.62, 10596.74
13178.45, 10562.41
13195.69, 10563.39
13195.55, 10564.91
13194.82, 10563.28
13200.93, 10649.57
13219.97, 10566.98
13175.08, 10586.46
13171.81, 10586.56
13176.38, 10586.94
13224.97, 10594.44
13193.25, 10589.02
13158.33, 10589.17
13155.27, 10586.17
13169.86, 10582.39
13227.32, 10587.46
13199.47, 10584.74
13164.93, 10588.96
13169.23, 10562.19
13196.14, 10561.13
13189.97, 10562.71
13204.42, 10560.45
13196.41, 10561.78
13197.19, 10564.82
13177.84, 10586.78
13170.18, 10586.13
13168.93, 10598.54
13175.29, 10587.44
13173.31, 10584.43
13175.64, 10588.67
13165.32, 10587.65
13188.08, 10595.50
13180.43, 10590.59
13176.86, 10585.67
13170.25, 10583.52
13173.84, 10561.39
13207.32, 10562.67
13203.73, 10562.26
13202.95, 10561.19
13194.67, 10561.63
13201.93, 10561.54
13172.71, 10585.13
13182.56, 10588.98
13172.05, 10583.76
13174.60, 10585.15
13177.69, 10588.50
13182.88, 10588.06
13175.88, 10597.48
13175.14, 10584.74
13171.64, 10585.87
13180.17, 10587.06
13169.81, 10583.93
13170.40, 10574.30
13197.40, 10566.04
13195.80, 10560.80
13201.06, 10563.39
13201.19, 10563.93
13198.60, 10564.37
13186.32, 10583.67
13165.23, 10584.91
13176.79, 10586.67
13169.90, 10587.19
13169.16, 10586.56
13187.34, 10587.32
13171.19, 10584.89
13177.64, 10584.35
13171.23, 10586.35
13183.64, 10585.37
13183.60, 10565.97
13202.80, 10563.21
13196.30, 10561.43
13193.49, 10563.74
13186.16, 10564.82
13198.15, 10574.93
13180.38, 10584.87
13180.55, 10588.78
13177.01, 10585.61
13181.49, 10586.41
13181.68, 10594.41
13178.25, 10583.41
13177.30, 10581.74
13176.12, 10584.43
13178.58, 10585.07
13177.03, 10587.72
13185.05, 10584.59
13178.56, 10563.22
13198.25, 10564.69
13201.32, 10563.69
13192.88, 10565.48
13205.04, 10564.28
13202.64, 10562.91
13172.93, 10584.43
13178.91, 10585.85
13171.14, 10585.00
13174.38, 10598.15
13250.71, 10584.63
13169.77, 10580.35
13171.60, 10588.93
13174.55, 10588.41
13176.32, 10604.48
13174.10, 10587.96
13171.31, 10587.93
13184.40, 10564.45
13192.34, 10564.98
13200.54, 10562.15
13218.34, 10565.76
13199.28, 10563.45
13194.88, 10567.78
13169.53, 10588.37
13172.32, 10588.24
13172.93, 10589.83
13179.49, 10588.43
13179.01, 10588.93
13176.73, 10589.74
13176.71, 10585.28
13177.80, 10588.17
13172.64, 10591.13
13175.16, 10588.09
13171.18, 10585.48
13183.86, 10563.65
13187.75, 10575.20
13193.64, 10563.85
13189.64, 10564.45
13200.77, 10562.32
13186.62, 10564.32
13173.43, 10595.59
13190.95, 10587.41
13171.64, 10588.31
13175.93, 10585.83
13172.95, 10584.22
13178.14, 10583.82
13190.17, 10587.74
13169.32, 10586.33
13180.49, 10587.72
13171.53, 10587.56
13165.21, 10586.83
13190.77, 10563.28
13186.55, 10562.67
13203.75, 10564.82
13193.58, 10561.28
13198.14, 10565.13
13212.12, 10567.32
13178.27, 10588.46
13177.71, 10588.56
13173.69, 10585.46
13170.05, 10590.69
13172.23, 10592.37
13175.05, 10588.63
13182.97, 10590.93
13169.73, 10588.87
13154.81, 10584.09
13171.56, 10597.11
13172.01, 10584.96
13179.77, 10564.56
13188.51, 10566.80
13203.10, 10566.02
13195.51, 10562.71
13211.56, 10566.76
13189.03, 10561.00
13169.86, 10589.94
13180.82, 10585.00
13178.34, 10585.56
13179.53, 10591.33
13171.42, 10588.33
13166.84, 10589.52
13183.51, 10588.72
13164.81, 10585.68
13301.28, 10604.18
13175.84, 10588.07
13170.81, 10585.89
13176.79, 10560.87
13197.84, 10564.33
13202.28, 10570.93
13208.41, 10565.63
13190.73, 10564.70
13195.64, 10563.61
13173.34, 10587.78
13175.97, 10586.55
13193.47, 10585.19
13169.49, 10584.65
13288.87, 10584.04
13175.06, 10584.72
13181.62, 10584.17
13188.43, 10588.98
13175.84, 10584.93
13174.93, 10590.98
13165.27, 10587.19
13173.95, 10587.70
13177.75, 10565.61
13196.51, 10563.70
13201.58, 10565.02
13189.64, 10562.67
13195.32, 10570.09
13203.25, 10579.22
13160.23, 10586.48
13179.56, 10586.11
13174.51, 10585.52
13171.34, 10590.22
13176.08, 10591.06
13181.69, 10588.13
13177.71, 10589.39
13167.60, 10578.61
13181.80, 10587.24
13164.92, 10586.63
13189.71, 10561.20
13201.51, 10562.13
13192.06, 10565.50
13204.21, 10562.87
13192.04, 10563.61
13207.19, 10563.39
13176.25, 10587.72
13179.32, 10586.83
13175.86, 10587.68
13178.36, 10585.28
13172.62, 10599.02
13173.06, 10586.94
13248.23, 10597.56
13169.17, 10582.61
13172.38, 10584.89
13174.05, 10607.02
13174.30, 10587.24
13163.71, 10563.15
13207.43, 10561.41
13196.36, 10563.24
13202.01, 10563.24
13213.34, 10601.89
13201.95, 10562.98
13191.66, 10564.59
13168.53, 10584.02
13174.73, 10588.39
13189.93, 10583.89
13167.82, 10587.78
13175.71, 10587.33
13169.06, 10587.06
13173.93, 10588.59
13178.47, 10591.42
13166.32, 10582.00
13172.38, 10656.51
13179.28, 10587.42
13172.67, 10566.11
13192.84, 10580.80
13200.23, 10562.85
13200.27, 10563.13
13195.04, 10560.11
13202.67, 10557.37
13162.01, 10597.15
13186.64, 10587.46
13182.54, 10584.44
13168.19, 10587.31
13173.42, 10586.00
13170.14, 10586.76
13195.49, 10585.76
13180.05, 10589.87
13171.68, 10586.41
13169.97, 10586.85
13169.86, 10563.22
13208.93, 10561.70
13187.58, 10564.04
13206.15, 10563.54
13189.75, 10564.72
13189.73, 10563.17
13186.06, 10595.07
13178.25, 10583.18
13180.75, 10585.11
13189.73, 10669.49
13180.82, 10585.80
13174.58, 10602.26
13167.03, 10585.44
13183.16, 10584.67
13172.64, 10584.76
13177.78, 10589.18
13183.19, 10597.07
13185.25, 10586.48
13167.32, 10564.30
13193.62, 10563.46
13194.28, 10561.19
13204.32, 10562.70
13219.82, 10562.54
13211.39, 10564.33
13179.19, 10583.41
13177.77, 10585.89
13179.05, 10585.83
13185.90, 10591.98
13175.58, 10584.96
13171.79, 10585.13
13169.71, 10589.70
13162.84, 10584.35
13268.00, 10603.24
13166.97, 10586.48
13160.75, 10586.83
13179.84, 10560.56
13194.60, 10561.69
13191.43, 10572.67
13192.04, 10561.17
13185.62, 10565.44
13199.82, 10563.13
13169.93, 10583.98
13171.51, 10586.87
13175.93, 10585.61
13163.25, 10581.85
