13194.952, 10653.029, 5514.999
13178.896, 10647.992, 5530.703
13196.082, 10622.529, 5727.168
13180.489, 10650.788, 5526.740
13183.230, 10663.400, 5679.612
13199.638, 10626.992, 5609.666
13177.026, 10651.640, 5559.073
13181.026, 10646.603, 5595.518
13202.341, 10637.381, 5671.242
13181.637, 10651.734, 5650.279
13177.823, 10645.622, 5605.852
13178.933, 10627.955, 5567.203
13182.803, 10649.159, 5570.796
13206.527, 10626.233, 5588.314
13180.452, 10649.937, 5581.259
13180.823, 10648.234, 5607.426
13204.322, 10625.752, 5676.853
13195.785, 10650.955, 5664.611
13180.230, 10647.233, 5578.425
13199.730, 10626.196, 5677.075
13180.767, 10655.067, 5499.258
13193.433, 10648.641, 5656.575
13196.137, 10627.400, 5575.481
13182.581, 10653.511, 5661.426
13200.526, 10624.140, 5709.501
13181.879, 10665.660, 5495.610
13182.286, 10648.123, 5481.572
13200.045, 10626.067, 5683.002
13177.971, 10651.252, 5573.685
13184.082, 10660.790, 5573.370
13197.527, 10625.771, 5876.097
13188.156, 10650.660, 5662.390
13181.694, 10651.975, 5548.722
13201.934, 10624.863, 5575.796
13186.805, 10654.271, 5599.944
13179.768, 10649.808, 5765.058
13182.045, 10648.808, 5548.277
13181.045, 10650.141, 5670.242
13209.897, 10627.178, 5563.074
13180.304, 10650.659, 5626.556
13178.878, 10647.197, 5598.074
13198.934, 10624.808, 5620.019
13187.286, 10648.030, 5509.814
13187.805, 10645.567, 5693.983
13204.675, 10625.808, 5618.797
13178.804, 10652.271, 5519.592
13179.323, 10662.382, 5638.908
13181.416, 10628.085, 5539.332
13179.601, 10646.271, 5540.073
13201.157, 10629.733, 5662.261
13178.174, 10665.382, 5546.889
13180.341, 10645.123, 5637.648
13196.879, 10627.437, 5601.018
13179.434, 10649.641, 5607.315
13178.379, 10650.770, 5769.206
13212.268, 10627.104, 5522.758
13185.138, 10649.938, 5532.684
13179.397, 10651.493, 5612.723
13202.786, 10628.882, 5728.947
13194.916, 10650.049, 5545.463
13181.139, 10648.790, 5736.706
13176.435, 10648.660, 5575.481
13181.990, 10647.753, 5527.573
13208.046, 10629.827, 5648.557
13180.898, 10650.253, 5593.205
13181.398, 10649.345, 5580.092
13199.083, 10625.345, 5597.426
13178.601, 10666.160, 5610.834
13181.379, 10646.419, 5613.260
13202.250, 10622.123, 5612.668
13180.823, 10644.882, 5715.224
13175.046, 10653.345, 5693.446
13182.082, 10650.086, 5540.667
13180.324, 10648.234, 5538.518
13195.194, 10626.419, 5749.928
13180.324, 10645.253, 5565.703
13196.675, 10649.753, 5566.203
13197.676, 10625.752, 5588.500
13184.083, 10648.642, 5571.982
13180.880, 10652.679, 5511.703
13212.769, 10621.716, 5616.593
13179.824, 10648.605, 5615.445
13186.620, 10646.845, 5662.668
13197.769, 10623.326, 5626.686
13182.120, 10666.364, 5539.056
13175.934, 10652.808, 5635.538
13182.657, 10650.864, 5528.703
13180.805, 10649.587, 5660.057
13204.787, 10634.530, 5562.667
13182.027, 10649.531, 5520.147
13178.712, 10650.586, 5646.446
13199.120, 10627.660, 5560.740
13177.879, 10647.123, 5765.022
13185.028, 10648.884, 5610.853
13204.472, 10621.642, 5751.836
13179.565, 10650.624, 5595.371
13179.695, 10647.013, 5644.556
13196.473, 10648.476, 5590.741
13181.251, 10645.772, 5638.186
13206.121, 10624.290, 5754.410
13179.991, 10696.810, 5512.333
13196.158, 10653.679, 5550.945
13196.973, 10623.605, 5575.501
13178.454, 10648.031, 5591.427
13183.120, 10648.050, 5670.779
13197.843, 10639.624, 5622.723
13184.565, 10651.550, 5570.611
13178.324, 10648.716, 5581.260
13179.176, 10626.068, 5722.021
13183.231, 10657.976, 5584.742
13200.288, 10624.346, 5599.852
13178.454, 10649.439, 5703.631
13181.342, 10649.790, 5581.038
13195.232, 10623.290, 5613.612
13181.935, 10650.161, 5693.298
13180.657, 10650.124, 5637.853
13199.139, 10625.308, 5555.852
13181.787, 10650.197, 5577.500
13193.546, 10651.624, 5637.205
13175.862, 10625.419, 5735.688
13182.102, 10647.105, 5518.925
13205.066, 10622.660, 5614.742
13187.343, 10654.143, 5510.759
13182.843, 10649.272, 5941.913
13209.806, 10625.142, 5633.056
13182.324, 10648.920, 5509.851
13184.658, 10664.624, 5677.502
13200.066, 10623.383, 5560.501
13182.047, 10648.124, 5524.833
13180.992, 10647.921, 5495.462
13198.622, 10625.902, 5564.723
13190.565, 10650.828, 5637.298
13199.936, 10626.976, 5759.318
13257.270, 10653.476, 5604.723
13183.491, 10649.106, 5550.556
13219.436, 10626.142, 5584.390
13184.454, 10649.736, 5570.371
13182.936, 10650.717, 5646.632
13206.362, 10623.753, 5632.612
13196.233, 10653.199, 5518.574
13181.714, 10651.958, 5530.611
13202.029, 10624.698, 5589.871
13184.639, 10650.661, 5676.447
13183.047, 10666.198, 5764.207
13179.566, 10651.754, 5717.799
13182.528, 10648.513, 5624.428
13199.955, 10624.420, 5501.221
13183.196, 10666.050, 5643.650
13185.973, 10647.476, 5541.112
13201.288, 10622.364, 5688.447
13179.899, 10650.883, 5603.760
13181.899, 10647.976, 5513.574
13204.362, 10622.253, 5553.630
13183.714, 10651.809, 5562.093
13179.362, 10660.587, 6057.007
13210.381, 10653.624, 5624.075
13198.122, 10653.902, 5639.928
13200.122, 10626.069, 5659.520
13177.510, 10644.198, 5563.093
13186.288, 10647.217, 5644.002
13217.696, 10624.291, 5564.778
13183.862, 10650.440, 5547.833
13178.733, 10646.495, 5638.557
13185.566, 10623.551, 5620.020
13179.622, 10659.440, 5620.186
13201.937, 10624.199, 5858.449
13179.862, 10646.865, 5645.095
13181.419, 10648.421, 5630.687
13203.048, 10635.439, 5557.593
13179.122, 10648.791, 5525.019
13182.567, 10646.829, 5543.574
13200.493, 10626.013, 5658.094
13184.047, 10649.292, 5478.148
13182.233, 10649.384, 5580.409
13196.344, 10626.125, 5766.300
13185.196, 10649.033, 5685.873
13203.159, 10624.272, 5616.094
13193.400, 10648.588, 5535.501
13183.678, 10646.754, 5585.520
13196.955, 10623.995, 5597.372
13179.177, 10650.255, 5587.445
13195.345, 10643.514, 5580.445
13198.714, 10624.273, 5608.798
13179.751, 10650.921, 5566.649
13182.103, 10648.477, 5586.667
13200.085, 10637.199, 5651.984
13181.011, 10649.755, 5518.704
13180.937, 10646.347, 5673.798
13180.882, 10629.551, 5620.002
13181.252, 10660.125, 5604.243
13200.418, 10624.254, 5582.427
13182.085, 10650.773, 5635.243
13183.215, 10647.181, 5515.149
13201.863, 10624.884, 5653.391
13180.955, 10651.699, 5740.244
13184.622, 10646.422, 5597.483
13195.678, 10624.180, 5596.964
13184.104, 10645.569, 5553.983
13192.142, 10648.274, 5744.060
13177.104, 10629.384, 5569.168
13181.159, 10647.959, 5529.871
13206.067, 10623.717, 5750.837
13194.511, 10650.163, 5562.131
13186.827, 10645.107, 5601.576
13201.234, 10628.699, 5706.559
13174.752, 10652.218, 5526.982
13184.493, 10659.552, 5653.132
13202.975, 10624.421, 5722.188
13181.085, 10645.311, 5642.650
13179.178, 10649.311, 5584.502
13180.196, 10628.773, 5530.056
13185.937, 10649.329, 5607.280
13199.253, 10626.384, 5686.762
13177.956, 10646.440, 5597.594
13185.623, 10643.273, 5628.131
13217.531, 10625.588, 5657.780
13175.845, 10649.773, 5571.760
13184.456, 10647.107, 5594.261
13196.845, 10624.051, 5675.484
13191.512, 10647.162, 5667.539
13183.993, 10647.329, 5658.984
13181.492, 10625.699, 5661.929
13178.382, 10648.774, 5583.076
13209.734, 10628.144, 5646.651
13180.122, 10650.922, 5555.630
13184.252, 10649.848, 5496.723
13201.475, 10628.273, 5706.059
13180.456, 10660.755, 5531.519
13180.697, 10646.755, 5850.672
13201.901, 10623.107, 5695.799
13185.808, 10648.552, 5614.354
13180.105, 10650.515, 5611.391
13183.882, 10647.107, 5706.818
13179.605, 10641.237, 5598.243
13195.308, 10626.496, 5905.358
13177.883, 10647.941, 5586.631
13195.141, 10648.922, 5664.966
13204.734, 10625.977, 5549.019
13179.401, 10652.978, 5625.650
13179.067, 10649.552, 5539.334
13190.123, 10623.607, 5955.432
13197.512, 10648.681, 5555.242
13198.642, 10625.440, 5656.336
13175.086, 10650.977, 5569.946
13183.327, 10663.256, 5700.614
13198.364, 10624.144, 5642.576
13181.290, 10651.886, 5614.262
13169.345, 10650.366, 5560.575
13201.771, 10633.644, 5730.912
13177.400, 10653.329, 5526.927
13204.772, 10626.200, 5734.745
13183.401, 10646.626, 5611.669
13178.457, 10646.959, 5571.390
13208.642, 10624.329, 5624.502
13182.882, 10646.051, 5548.834
13181.105, 10650.329, 5567.687
13201.105, 10627.311, 5630.799
13195.716, 10648.737, 5933.321
13197.383, 10647.811, 5721.596
13183.530, 10645.533, 5631.428
13179.531, 10651.885, 5547.464
13210.328, 10626.736, 5670.225
13181.549, 10651.200, 5537.223
13181.976, 10647.256, 5590.446
13200.031, 10622.533, 5581.446
13177.420, 10665.423, 5516.446
13183.087, 10646.293, 5678.336
13197.550, 10623.848, 5629.762
13180.105, 10647.552, 5586.798
13181.013, 10661.256, 5546.094
13200.291, 10677.867, 5526.964
13179.772, 10647.034, 5663.910
13201.828, 10626.756, 5604.577
13183.901, 10645.942, 5564.520
13186.161, 10648.534, 5586.187
13202.976, 10626.774, 5641.077
13182.624, 10650.163, 5543.539
13177.661, 10648.367, 5590.483
13214.513, 10624.682, 5645.762
13175.994, 10651.552, 5557.668
13185.476, 10648.311, 5550.446
13199.439, 10628.292, 5711.299
13188.235, 10655.219, 5536.946
13178.957, 10647.330, 5633.132
13196.179, 10620.978, 5672.596
13185.161, 10646.885, 5567.113
13200.606, 10641.052, 5676.132
13180.809, 10649.534, 5574.928
13181.179, 10647.052, 5606.650
13198.216, 10622.941, 5643.910
13179.846, 10658.848, 5562.520
13187.032, 10646.349, 5630.354
13197.125, 10623.570, 5596.169
13181.309, 10650.663, 5632.577
13181.698, 10650.127, 5563.928
13213.532, 10623.293, 5775.152
13181.921, 10642.997, 5736.263
13203.921, 10622.960, 5596.076
13186.921, 10650.404, 5558.058
13197.921, 10648.201, 5558.002
13196.161, 10628.330, 5619.614
13180.217, 10646.127, 5579.743
13183.791, 10643.368, 5637.707
13207.514, 10627.960, 5711.152
13178.792, 10651.923, 5588.243
13179.476, 10647.738, 5661.077
13177.014, 10626.275, 5604.817
13183.902, 10660.794, 5507.076
13177.717, 10648.868, 5587.169
13180.421, 10649.182, 5536.576
13180.736, 10648.701, 5629.466
13200.125, 10624.757, 5648.484
13180.514, 10647.053, 5520.076
13182.680, 10647.738, 5567.280
13196.161, 10621.960, 5807.246
13182.106, 10650.423, 5662.207
13194.365, 10645.664, 5522.483
13199.903, 10624.609, 5667.318
13182.440, 10642.998, 5493.297
13181.884, 10652.108, 5588.262
13211.476, 10621.793, 5596.373
13181.198, 10651.108, 5559.039
13179.810, 10651.368, 5551.094
13180.272, 10624.830, 5713.300
13185.161, 10667.220, 5688.578
13200.143, 10623.108, 5569.520
13181.717, 10649.794, 5560.557
13181.847, 10647.738, 5623.187
13200.995, 10641.108, 7992.961
13198.477, 10625.126, 5597.244
13186.995, 10664.127, 5548.669
13178.848, 10649.701, 5562.169
