13207.616, 10654.286, 5808.853
13201.653, 10623.304, 5591.553
13179.837, 10649.675, 5619.332
13181.356, 10645.841, 5663.240
13219.523, 10623.156, 5716.870
13180.689, 10656.898, 5559.220
13179.337, 10651.212, 5615.036
13182.245, 10627.360, 5585.425
13199.578, 10647.175, 5654.703
13201.023, 10626.304, 5637.758
13183.393, 10651.212, 5610.443
13183.744, 10646.379, 5533.961
13211.005, 10626.212, 5660.222
13180.708, 10647.564, 5657.795
13182.801, 10648.249, 5636.073
13203.819, 10622.360, 5711.278
13182.264, 10665.176, 5591.313
13181.505, 10652.120, 5631.703
13177.208, 10627.489, 5594.776
13178.579, 10647.897, 5793.778
13214.819, 10625.063, 5723.630
13238.542, 10650.861, 5577.553
13176.504, 10650.083, 5668.777
13196.467, 10622.286, 5717.648
13179.227, 10649.397, 5601.221
13197.171, 10651.472, 5682.074
13182.449, 10646.361, 5604.813
13183.413, 10652.009, 5574.109
13200.709, 10626.286, 5696.092
13196.431, 10649.564, 5637.369
13174.264, 10649.583, 5723.982
13190.264, 10621.490, 5638.444
13178.709, 10651.472, 5609.758
13179.338, 10665.139, 5582.498
13198.265, 10625.286, 5653.888
13180.208, 10649.102, 5598.073
13202.264, 10620.398, 5586.462
13183.727, 10659.769, 5554.924
13179.172, 10651.546, 5554.943
13200.098, 10626.323, 5555.850
13181.950, 10652.398, 5534.979
13177.764, 10646.880, 5769.242
13199.709, 10626.675, 5615.610
13181.950, 10650.398, 5529.146
13183.023, 10648.824, 5594.424
13199.302, 10624.064, 5626.759
13198.709, 10653.583, 5635.665
13186.134, 10647.657, 5653.518
13179.319, 10623.360, 5609.813
13182.671, 10650.268, 5577.888
13215.931, 10622.971, 5619.740
13178.393, 10647.750, 5572.165
13182.431, 10646.361, 5514.608
13203.357, 10625.453, 5940.299
13179.930, 10665.250, 5579.795
13178.153, 10651.712, 5728.315
13198.431, 10627.323, 5590.850
13180.727, 10649.639, 5602.647
13180.968, 10660.565, 5675.555
13182.265, 10629.602, 5632.907
13185.376, 10650.991, 5642.796
13202.043, 10625.843, 5684.667
13180.913, 10646.287, 5499.943
13187.505, 10649.065, 5608.240
13201.247, 10623.194, 5571.054
13179.080, 10652.917, 5511.664
13183.320, 10652.231, 5684.056
13215.469, 10624.065, 5579.813
13178.005, 10649.305, 5572.129
13183.672, 10651.528, 5533.332
13197.765, 10625.805, 5503.979
13185.376, 10648.621, 5570.832
13174.969, 10648.158, 5559.739
13199.302, 10625.379, 5670.796
13187.765, 10649.676, 5568.851
13201.783, 10642.028, 5658.945
13173.987, 10647.287, 5625.889
13184.561, 10650.343, 5557.980
13201.543, 10627.454, 6099.283
13196.357, 10658.566, 5721.075
13183.283, 10647.343, 5699.482
13186.247, 10647.046, 5586.851
13180.765, 10649.732, 5517.498
13202.783, 10624.695, 5532.017
13186.024, 10649.991, 5666.722
13181.228, 10647.324, 5620.925
13197.080, 10625.380, 5693.760
13182.746, 10651.176, 5540.906
13194.673, 10644.862, 5595.425
13202.117, 10624.510, 5611.703
13185.079, 10648.158, 5604.314
13176.190, 10652.677, 5592.091
13209.821, 10629.621, 5567.462
13179.876, 10650.547, 5539.572
13176.488, 10647.417, 5555.314
13181.543, 10627.751, 5520.091
13181.821, 10663.455, 5626.092
13203.488, 10627.306, 5542.925
13182.098, 10696.548, 5620.129
13183.358, 10651.713, 5509.109
13203.580, 10625.880, 5611.185
13179.988, 10648.547, 5535.240
13183.580, 10648.325, 5515.220
13202.895, 10624.158, 5614.888
13183.395, 10649.844, 5538.813
13200.599, 10646.584, 5596.444
13192.432, 10628.491, 5549.721
13177.321, 10650.047, 5542.647
13184.562, 10646.288, 5550.054
13218.377, 10624.621, 5657.926
13184.839, 10652.880, 5498.776
13180.599, 10647.566, 5524.943
13198.191, 10626.213, 5574.165
13181.728, 10661.677, 5575.092
13184.080, 10650.695, 5587.703
13179.173, 10629.287, 5638.351
13180.266, 10648.566, 5625.499
13199.340, 10636.028, 5672.093
13182.173, 10651.528, 5531.887
13183.432, 10650.935, 5643.074
13203.118, 10625.121, 5662.981
13177.802, 10651.251, 5544.221
13185.932, 10650.195, 5627.259
13202.155, 10623.047, 5575.610
13184.655, 10648.732, 5626.870
13180.062, 10650.418, 5697.723
13194.210, 10624.010, 5592.203
13180.507, 10647.973, 5562.777
13206.563, 10623.955, 5687.463
13180.026, 10648.678, 5657.704
13193.174, 10651.529, 5619.334
13207.415, 10625.492, 5602.758
13180.544, 10651.325, 5604.777
13179.544, 10646.733, 5621.833
13197.174, 10636.732, 5588.185
13184.896, 10648.769, 5526.073
13183.358, 10651.863, 5654.611
13200.822, 10622.732, 5545.314
13181.840, 10662.640, 5580.573
13182.452, 10648.029, 5642.389
13181.636, 10626.806, 5757.391
13183.933, 10652.677, 5583.592
13206.933, 10627.973, 5699.908
13180.211, 10655.474, 5636.926
13175.414, 10647.751, 5618.389
13200.951, 10624.899, 5585.111
13182.118, 10644.880, 5515.313
13196.044, 10651.343, 5567.832
13195.600, 10626.825, 5647.908
13180.136, 10651.807, 5536.128
13174.340, 10650.232, 5573.222
13189.007, 10626.973, 5692.353
13180.692, 10647.659, 5640.352
13223.267, 10630.529, 5590.333
13184.340, 10651.363, 5512.572
13183.618, 10660.659, 5520.851
13202.674, 10624.788, 5572.684
13177.062, 10651.658, 5646.001
13177.655, 10644.677, 5601.166
13200.378, 10628.048, 5622.945
13184.341, 10646.549, 5550.295
13180.508, 10644.400, 5560.517
13200.156, 10626.251, 5742.353
13181.730, 10647.456, 5524.129
13191.637, 10650.511, 5607.129
13178.063, 10623.011, 5534.425
13184.804, 10645.382, 5576.963
13203.785, 10627.085, 5664.686
