13022.9920000, 10658.0280000, 7410.0200000, 7487.5880000, 6771.2540000, 7211.2200000, 7811.9520000
13007.1050000, 10658.0830000, 8430.0150000, 5964.8160000, 7252.6800000, 7187.5920000, 7829.0980000
13019.8630000, 10632.3450000, 7646.4090000, 5889.2290000, 6056.8830000, 6559.9930000, 8035.5640000
13016.0310000, 10656.7500000, 7433.9810000, 5715.5390000, 7014.5870000, 6554.8450000, 7425.9070000
13181.8510000, 10633.1590000, 7615.8360000, 5883.8040000, 6256.2200000, 7154.4470000, 7400.5200000
13066.4710000, 10762.5000000, 7613.0400000, 5786.5340000, 7054.5840000, 6963.7940000, 7373.2620000
13031.7320000, 10709.6150000, 7223.0890000, 6010.4980000, 6220.9080000, 6857.6550000, 8007.2500000
12996.8460000, 10663.0080000, 7272.8260000, 5776.4970000, 7028.3260000, 6744.8300000, 8136.8520000
13039.4910000, 10667.6190000, 7285.3250000, 5997.9990000, 6824.0280000, 6831.2670000, 7631.7240000
12986.9210000, 10658.7120000, 7453.0710000, 5864.0830000, 6712.1660000, 6595.6560000, 8073.4130000
13061.7290000, 10665.9150000, 7480.4030000, 5790.9410000, 6236.2760000, 6775.1420000, 7851.3550000
13026.4370000, 10664.0270000, 7169.8520000, 5830.9930000, 6139.7840000, 7050.0090000, 7593.6900000
13026.9540000, 10697.8760000, 7240.2540000, 6003.7020000, 6862.1170000, 7604.4110000, 7291.5470000
13077.0250000, 10635.6950000, 7710.0700000, 5947.6690000, 6214.1480000, 7278.7150000, 7378.6140000
13091.5240000, 10658.4160000, 7302.6380000, 5769.8870000, 6375.5070000, 6905.1140000, 7407.3350000
13041.6380000, 10656.8970000, 7537.2130000, 5794.2920000, 6611.3590000, 7056.0460000, 7494.6230000
13042.1760000, 10657.4340000, 7716.5690000, 5745.7040000, 6136.5990000, 6660.1890000, 7411.3160000
13103.3930000, 10657.4530000, 7546.6380000, 5704.9660000, 6148.0240000, 8406.3860000, 7670.4250000
13005.9200000, 10660.1570000, 7313.9340000, 5733.5560000, 6179.2440000, 7234.1070000, 7460.5340000
13120.8740000, 10632.7880000, 7339.5440000, 5986.0000000, 6215.3530000, 6921.6310000, 7416.7780000
13116.1880000, 10663.0080000, 7503.3270000, 5796.8850000, 7919.0720000, 6805.8800000, 7795.2670000
12997.0680000, 10661.0450000, 7311.2490000, 5885.0440000, 6861.6170000, 7348.4860000, 7377.2990000
13104.8190000, 10632.2510000, 7510.5480000, 5908.7830000, 6192.3160000, 7317.4330000, 7296.4530000
13092.5410000, 10659.1190000, 7489.3090000, 5757.9620000, 6155.0790000, 7044.4360000, 7863.4090000
12989.5870000, 10655.1000000, 7586.9130000, 5788.9590000, 6850.9510000, 7846.8180000, 8158.0350000
12978.2910000, 10653.7490000, 7490.4940000, 5825.5490000, 6802.8620000, 7002.4200000, 7612.1330000
13163.4800000, 10699.0240000, 7709.9770000, 5812.6610000, 6718.7390000, 7309.1560000, 7364.5770000
13084.4310000, 10634.3620000, 7419.6290000, 5849.1210000, 7310.7300000, 6793.6770000, 7515.9550000
13047.9160000, 10658.5270000, 7681.4600000, 5845.5290000, 6904.5580000, 7479.2720000, 7652.8140000
12987.7720000, 10661.3780000, 7203.7560000, 5735.0380000, 6868.7280000, 6648.4850000, 7559.8770000
13066.2840000, 10633.9720000, 7235.6430000, 5879.2480000, 6897.4850000, 7021.3080000, 7828.1720000
13001.9930000, 10659.5260000, 7525.5100000, 5704.8730000, 7334.9320000, 7080.8770000, 8803.7440000
12978.5320000, 10657.7670000, 7242.3460000, 5720.3160000, 6161.0790000, 6643.1890000, 8022.7310000
13076.8760000, 10639.3610000, 7263.9930000, 5828.1970000, 6964.2760000, 6545.4740000, 7457.6260000
13007.2520000, 10657.1560000, 14026.5800000, 8163.9980000, 7410.1290000, 6774.8830000, 7702.7000000
12977.7730000, 10659.6750000, 10651.6010000, 5896.0800000, 6094.7320000, 7111.0420000, 7442.6090000
13013.1220000, 11504.1830000, 7304.9530000, 5764.2940000, 6860.1540000, 7542.3980000, 7495.5490000
12974.3280000, 10663.8220000, 7777.1390000, 5800.7910000, 6928.2780000, 7063.8420000, 8365.3710000
13111.4110000, 10656.2120000, 7802.7100000, 5867.8410000, 6953.2020000, 6882.1890000, 7851.6320000
13029.6760000, 10635.8800000, 7328.5430000, 5935.3920000, 6809.3800000, 8015.9520000, 7804.4500000
13036.1190000, 10724.1130000, 7844.1510000, 5916.6340000, 6672.5010000, 6888.0030000, 7586.5420000
13337.0590000, 10656.5630000, 7217.8110000, 5837.2320000, 6162.4110000, 6685.2220000, 7869.0940000
12984.8080000, 10641.1570000, 7643.3520000, 5884.7660000, 6904.2800000, 7179.4060000, 7408.3700000
12992.1220000, 10681.6720000, 7780.3970000, 5787.5520000, 6488.3120000, 6961.1460000, 7759.8800000
12960.9960000, 10668.3960000, 7530.1200000, 5727.1300000, 6876.1710000, 7139.3360000, 7530.5650000
13013.4920000, 10636.5090000, 7332.7280000, 5824.3450000, 6842.2650000, 6630.5600000, 7751.1770000
13040.3220000, 10695.1890000, 7414.0550000, 5831.3260000, 7155.3530000, 7606.9290000, 8019.5640000
12968.3470000, 10661.0440000, 7465.6440000, 5801.7540000, 6818.5270000, 6530.9200000, 7596.3920000
13051.7660000, 10849.0480000, 7434.8490000, 5957.6130000, 6867.3750000, 6808.0640000, 7542.8970000
13047.5440000, 10693.8930000, 7793.9880000, 5853.8430000, 6691.6110000, 7570.8950000, 8094.2240000
12996.2330000, 10657.8410000, 7452.0890000, 5813.4380000, 6918.5570000, 7326.8580000, 7773.4900000
12973.2350000, 10657.6190000, 7103.9680000, 5975.8140000, 7156.4830000, 6606.3400000, 7466.0140000
13057.6730000, 10660.2110000, 8135.5730000, 5803.3650000, 6196.5940000, 6956.9980000, 7514.8240000
13028.2680000, 10660.3400000, 7572.6720000, 5748.3130000, 6127.0990000, 7562.7660000, 7454.7370000
13114.6130000, 10634.2310000, 7584.3380000, 5896.4130000, 6109.2680000, 6993.3840000, 7387.2610000
13056.5810000, 10700.0600000, 7354.9670000, 6064.8070000, 6028.0700000, 7122.2070000, 7550.0810000
13028.4160000, 10696.5410000, 7507.1960000, 5779.4040000, 6841.9140000, 7061.6560000, 7620.8350000
12960.1610000, 10657.1370000, 7307.1190000, 5751.3680000, 6406.7440000, 7561.8030000, 7889.9810000
12979.6600000, 10633.8420000, 7130.5390000, 5916.5220000, 6653.2060000, 7072.5630000, 7991.7320000
12977.6410000, 10663.2460000, 7399.5190000, 5765.9240000, 6752.2170000, 7289.2310000, 7580.9860000
12962.7160000, 10661.7470000, 7387.5940000, 5939.7980000, 6190.8340000, 6938.9430000, 7769.3410000
13023.1380000, 10665.7840000, 7547.7670000, 5848.6580000, 6948.8320000, 7042.9910000, 8252.5820000
12953.9580000, 10656.0070000, 7101.5790000, 5743.8140000, 6309.1400000, 7137.9090000, 8261.1920000
12954.8090000, 10633.6750000, 7784.5450000, 5987.5350000, 6872.4860000, 7255.8450000, 7851.7240000
12992.5100000, 10635.8600000, 7188.8310000, 5811.6230000, 6200.5190000, 6879.8000000, 7485.1790000
